,x,y
189,4.199834349531118,2.1039102612268232
190,-6.942306288424442,-5.924967272774708
191,-5.251011645579978,-8.260211051490838
192,3.81438163943559,1.6517838422877387
193,-8.486073511408843,-6.676645957408724
194,3.909512204510965,2.189628273522707
195,3.319645629207459,3.8046284497950857
196,4.620862628325413,0.9706403193029232
197,6.783822925553427,2.607088706258743
198,-3.4838792932800717,9.801370731940773
199,-6.697760936092775,-6.6318890069756105
200,-1.7707310430573397,9.185654409388292
201,-2.6248459054409907,8.713182432609033
202,3.81765844066167,2.2168568954326444
203,4.050514079283889,2.8227717809617565
204,-1.6966718006585522,10.370526156769145
205,4.950786401826106,3.448525900890284
206,-7.865353237486814,-6.376063077758102
207,-7.526200075393796,-7.961657596890341
208,4.73687480122082,2.5683267093776454
209,-2.147561598005116,8.369166373593197
210,-2.409546257965109,8.510810474082122
211,-7.844550651731375,-6.194058133277507
212,6.091022444023143,2.932440510025939
213,3.378994881893056,2.891031630995508
214,-6.831105563206443,-7.711059709686984
215,-5.377270139055242,-6.806014812856171
216,-6.246845325044985,-4.609416735471551
217,-6.30255506397073,-7.083154979318939
218,-3.746148333930832,7.693829515114045
219,-7.154678888302914,-9.182030758011532
220,-6.050221609967781,-9.091244902283831
221,2.5159831119182945,1.447414662259971
222,-7.635977936435573,-8.302363302873621
223,-8.184096691656123,-6.210437044445908
224,-2.496195731174843,10.467820205355638
225,3.847358097795401,1.858433242473833
226,-7.323920451227382,-6.502809100231095
227,-5.192485556078705,-5.998469836326496
228,4.324609591587755,2.7321389044339996
229,-2.5862993324668544,9.355438103014965
230,-1.68713746305826,10.911079110852269
231,-5.953449643619629,-4.970692952805816
232,-2.8519121395795195,8.212008858976702
233,-8.062885703817045,-8.919341771036047
234,4.685450676131915,1.3215693363349148
235,5.321831807523065,1.662902927347276
236,-7.53146329895343,-6.832710921959532
237,4.618977242263953,2.090497067249514
238,-5.234659477649986,-7.129145632832325
239,-6.945706989798587,-8.091125793038403
240,-6.589852334254857,-4.804708794630508
241,4.962597396566191,1.145938740388409
242,5.797989709728169,2.7648323779036676
243,-1.883530275287744,8.157128571782039
244,-5.356503113881613,-6.341199549591288
245,3.0454511774337343,1.3737946609869591
246,5.330022827939214,1.5719492120548957
247,4.645122535946284,2.020150277705474
248,-6.619904689429788,-7.784426218380355
249,5.186976217398139,1.7709770315068378
250,-6.508481317779961,-7.484094779991767
251,4.531118687771244,2.3748814060396732
252,-7.472021115390139,-7.744100362955763
253,6.95453740290161,0.10590449134898394
254,6.829681769445774,1.1648713985855805
255,-6.552699817387108,-7.099210122084811
256,3.7129483646500185,1.913644327878932
257,-3.837383671951181,9.211147364067445
258,-8.358213436931111,-5.7363555500690175
259,-2.216125149754069,8.299934710171954
260,-2.7326604083786012,9.728286622290414
261,-1.4781981005567992,9.94556624731452
262,-6.802258883503652,-7.74139379460421
263,-4.059861054118883,9.08284910300435
264,5.465295185216132,2.7866793199413706
265,3.9780923714597134,2.825603018736956
266,-6.759331559439371,-6.365670759217197
267,4.70968092121812,1.5878560870789717
268,5.387172441351363,2.583539949374197
269,-2.7015585878338726,9.315833470531935
270,-0.9299848075453587,9.78172085735123
271,4.7375549347769335,1.2001599000852656
272,4.167946970438668,3.062120280908098
273,5.154914103436761,2.486955634852941
274,-6.780294885722045,-6.128722469904158
275,-5.8733343819368296,-7.457001462799095
276,-7.149034025595828,-6.1625673374799845
277,-3.6155325970587784,7.818079504117651
278,-0.62301172184222,9.18886394103016
279,-3.3559913411211553,7.499438903512457
280,3.8670536216905296,1.7363510772007231
281,5.08369826437433,2.7478037373700688
282,6.081152125294217,0.5373075327612926
283,3.191794494730777,0.5657059095641768
284,-6.541130783656856,-7.295397507176748
285,4.7041588553235645,0.8954249060114259
286,-6.234251241566122,-5.511478035743598
287,5.593880599721304,2.62456093524653
288,4.488093741192518,2.5614868904253085
289,-6.4955617422119625,-6.912804341370039
290,-2.185113653657955,8.629203847782005
291,4.189813364748858,2.5960196162882307
292,5.803042588383061,1.983402744960319
293,-2.728869510890262,9.371398699710069
294,-7.11857523801768,-7.787673255317545
295,-3.6601912004750528,9.389984146543993
296,3.8108838253060293,1.4129886437437624
297,-4.116680857613978,9.198919986730626
298,-6.861208811961719,-5.203672281000664
299,-6.01002127104561,-5.524471734470996
